theta_const,theta_workplace,theta_grocery,theta_retail,theta_park,theta_residential,latent_inverse,recovery_rate,Start_date,End_date
-2.105971403,0.33958109,-0.585648199,0.311153072,0.198394789,0.043319372,1,0.333333333,5_3,5_9
