theta_const,theta_workplace,theta_grocery,theta_retail,theta_park,theta_residential,latent_inverse,recovery_rate,Start_date,End_date
3.886920352,5.962717093,6.17897855,6.007746104,5.760440948,6.567321028,0,0,5_3,5_9
